station_id,name,elevation_m,latitude,longitude,state
SNOTEL:1135_UT_SNTL,Burts Miller Ranch,2438.39990234375,40.98492050170898,-110.85075378417969,Utah
SNOTEL:1136_NV_SNTL,Toe Jam,2346.9599609375,41.31869888305664,-116.3407974243164,Nevada
SNOTEL:1138_NM_SNTL,Navajo Whiskey Ck,2758.43994140625,36.17728042602539,-108.94690704345705,New Mexico
SNOTEL:1139_AZ_SNTL,Chalender,2164.080078125,35.26247024536133,-112.06230926513672,Arizona
SNOTEL:1140_AZ_SNTL,Baker Butte Smt,2346.9599609375,34.45547103881836,-111.38272094726562,Arizona
SNOTEL:1141_CO_SNTL,Upper Taylor,3243.072021484375,38.99076843261719,-106.75421905517578,Colorado
SNOTEL:1143_AZ_SNTL,Beaver Spring,2804.159912109375,36.32677841186523,-109.05711364746094,Arizona
SNOTEL:1144_MT_SNTL,Blacktail Mtn,1722.1199951171875,47.98287963867188,-114.35430145263672,Montana
SNOTEL:1146_UT_SNTL,Oak Creek,2392.679931640625,39.3484992980957,-112.3263931274414,Utah
SNOTEL:1147_NV_SNTL,Wheeler Peak,3066.2880859375,39.00994873046875,-114.31021118164062,Nevada
SNOTEL:1148_UT_SNTL,Panguitch Lake RS,2545.080078125,37.70463180541992,-112.6503677368164,Utah
SNOTEL:1149_UT_SNTL,Fish Lake Utah,2681.63037109375,38.50455093383789,-111.76692962646484,Utah
SNOTEL:1150_NV_SNTL,Kalamazoo,2369.820068359375,39.557899475097656,-114.62761688232422,Nevada
SNOTEL:1152_NV_SNTL,Cave Mountain,3224.17431640625,39.163368225097656,-114.61329650878906,Nevada
SNOTEL:1154_UT_SNTL,Brian Head,3059.88720703125,37.67993927001953,-112.85674285888672,Utah
SNOTEL:1155_NV_SNTL,Bird Creek,2297.277587890625,39.46138000488281,-114.64862823486328,Nevada
SNOTEL:1156_UT_SNTL,Box Springs,2812.6943359375,38.497459411621094,-112.0077896118164,Utah
SNOTEL:1159_WA_SNTL,Gold Axe Camp,1633.72802734375,48.95159912109375,-118.98639678955078,Washington
SNOTEL:1160_CO_SNTL,Weminuche Creek,3273.552001953125,37.51976013183594,-107.32151794433594,Colorado
SNOTEL:1161_CO_SNTL,Black Mountain,2718.81591796875,40.88800048828125,-105.66397094726562,Colorado
SNOTEL:1162_UT_SNTL,Blacks Fork Jct,2703.271240234375,40.9581413269043,-110.58280181884766,Utah
SNOTEL:1166_OR_SNTL,Bear Grass,1438.656005859375,44.32529830932617,-122.09380340576172,Oregon
SNOTEL:1167_OR_SNTL,Smith Ridge,996.6959838867188,44.30324935913086,-122.04052734375,Oregon
SNOTEL:1168_NM_SNTL,Taos Powderhorn,3370.173583984375,36.58203125,-105.45610809326172,New Mexico
SNOTEL:1169_NM_SNTL,Shuree,3078.47998046875,36.78778076171875,-105.239990234375,New Mexico
SNOTEL:1170_NM_SNTL,Palo,2849.8798828125,36.40848159790039,-105.33062744140624,New Mexico
SNOTEL:1171_WA_SNTL,Trinity,893.0640258789062,48.07469940185547,-120.84929656982422,Washington
SNOTEL:1172_NM_SNTL,San Antonio Sink,2773.679931640625,36.86220169067383,-106.22502136230469,New Mexico
SNOTEL:1184_UT_SNTL,Gooseberry RS Up,2559.100830078125,38.78820037841797,-111.6889190673828,Utah
SNOTEL:1185_CO_SNTL,Black Mesa,3529.583984375,37.78971862792969,-108.18364715576172,Colorado
SNOTEL:1186_CO_SNTL,Fool Creek,3398.52001953125,39.86869812011719,-105.86750030517578,Colorado
SNOTEL:1187_CO_SNTL,High Lonesome,3236.97607421875,40.03591918945313,-105.75470733642578,Colorado
SNOTEL:1192_UT_SNTL,Buck Pasture,2935.83349609375,40.84455871582031,-110.66068267822266,Utah
SNOTEL:1195_NV_SNTL,Golconda,2016.5567626953125,40.88357925415039,-117.58811950683594,Nevada
SNOTEL:1196_WY_SNTL,Med Bow,3200.39990234375,41.37833023071289,-106.34680938720705,Wyoming
SNOTEL:1197_UT_SNTL,Yankee Reservoir,2649.321533203125,37.74797058105469,-112.7749481201172,Utah
SNOTEL:1214_UT_SNTL,Bevans Cabin,1987.2960205078125,40.46181869506836,-112.25232696533205,Utah
SNOTEL:1215_UT_SNTL,Lasal Mountain-Lower,2677.058349609375,38.48167037963867,-109.29164123535156,Utah
SNOTEL:1216_UT_SNTL,Huntington Horse,2941.9296875,39.61774063110352,-111.3057632446289,Utah
SNOTEL:1222_UT_SNTL,GBRC Meadows,3004.718505859375,39.30229187011719,-111.45382690429688,Utah
SNOTEL:1223_UT_SNTL,Hobble Creek,2248.509521484375,40.18537902832031,-111.35971069335938,Utah
SNOTEL:1224_UT_SNTL,Mt Baldy,2902.915283203125,39.136478424072266,-111.5052719116211,Utah
SNOTEL:1225_UT_SNTL,Redden Mine Lwr,2600.5537109375,40.675048828125,-111.2176513671875,Utah
SNOTEL:1226_UT_SNTL,Thistle Flat,2678.277587890625,39.23802947998047,-111.51998138427734,Utah
SNOTEL:1227_UT_SNTL,Upper Joes Valley,2620.060791015625,39.41550064086914,-111.24909973144531,Utah
SNOTEL:1228_UT_SNTL,Wrigley Creek,2842.86962890625,39.13233184814453,-111.35684967041016,Utah
SNOTEL:1231_WA_SNTL,Satus Pass,1207.008056640625,45.98796844482422,-120.67733764648438,Washington
SNOTEL:1236_UT_SNTL,Corral,2501.49365234375,39.65795135498047,-110.37905883789062,Utah
SNOTEL:1242_NV_SNTL,Little Valley,1979.06640625,39.25259017944336,-119.8770980834961,Nevada
SNOTEL:1243_NV_SNTL,Dry Creek,1997.9639892578125,40.86380004882813,-115.22013854980469,Nevada
SNOTEL:1244_NV_SNTL,Pole Canyon,2365.248046875,40.86293029785156,-115.12066650390624,Nevada
SNOTEL:1247_UT_SNTL,Takka Wiiya,2780.385498046875,39.74103927612305,-113.9826202392578,Utah
SNOTEL:1248_UT_SNTL,Suu Ranch,2453.639892578125,37.597110748291016,-112.9294891357422,Utah
SNOTEL:1249_UT_SNTL,Sunflower Flat,3053.486328125,38.04800033569336,-111.33981323242188,Utah
SNOTEL:1251_CO_SNTL,Sawtooth,2932.176025390625,40.13697052001953,-105.58625030517578,Colorado
SNOTEL:1252_CO_SNTL,Elkhead Divide,2676.14404296875,40.79648971557617,-107.1012191772461,Colorado
SNOTEL:1254_NM_SNTL,Rio Santa Barbara,3250.38720703125,36.07191848754883,-105.62947082519531,New Mexico
SNOTEL:1256_WA_SNTL,Gold Mountain,1338.072021484375,48.18933868408203,-118.45590209960938,Washington
SNOTEL:1257_WA_SNTL,Skate Creek,1149.095947265625,46.64336013793945,-121.83043670654295,Washington
SNOTEL:1258_CA_SNTL,State Line,1731.2640380859375,41.98609161376953,-120.71573638916016,California
SNOTEL:1259_WA_SNTL,Muckamuck,1362.4560546875,48.58525848388672,-119.86624145507812,Washington
SNOTEL:1261_UT_SNTL,Lonesome Beaver,2868.16796875,38.06999969482422,-110.77240753173828,Utah
SNOTEL:1262_NV_SNTL,Fry Canyon,2072.030517578125,41.570220947265625,-115.93644714355469,Nevada
SNOTEL:1263_WA_SNTL,Pinto Rock,1353.31201171875,46.32318115234375,-121.94219207763672,Washington
SNOTEL:1269_UT_SNTL,Mt Pennell,2806.9033203125,37.977928161621094,-110.79329681396484,Utah
SNOTEL:1271_AZ_SNTL,Hawley Lake,2529.840087890625,33.971420288085945,-109.7652816772461,Arizona
SNOTEL:1272_NV_SNTL,ONeil Creek,1987.2960205078125,41.864200592041016,-115.08316040039062,Nevada
SNOTEL:1277_CA_SNTL,Fredonyer Peak,2196.998291015625,40.68798828125,-120.60804748535156,California
SNOTEL:1278_UT_SNTL,Bobs Hollow,2840.43115234375,38.9456901550293,-112.15348815917969,Utah
SNOTEL:1280_UT_SNTL,Santaquin Meadows,2388.10791015625,39.92076110839844,-111.718017578125,Utah
SNOTEL:1286_MT_SNTL,Slagamelt Lakes,2627.3759765625,45.36526107788086,-113.71833801269531,Montana
SNOTEL:1287_MT_SNTL,Mom Creek,2682.239990234375,44.776649475097656,-113.12245178222656,Montana
SNOTEL:2029_ID_SNTL,Reynolds Creek,1706.8800048828125,43.28863143920898,-116.84310150146484,Idaho
SNOTEL:301_CA_SNTL,Adin Mtn,1886.7120361328125,41.2358283996582,-120.79192352294922,California
SNOTEL:302_OR_SNTL,Aneroid Lake #2,2255.52001953125,45.213279724121094,-117.1925811767578,Oregon
SNOTEL:303_CO_SNTL,Apishapa,3048.0,37.33061981201172,-105.06748962402344,Colorado
SNOTEL:304_OR_SNTL,Arbuckle Mtn,1758.696044921875,45.19084930419922,-119.25392150878906,Oregon
SNOTEL:305_CO_SNTL,Arrow,2950.464111328125,39.91550064086914,-105.76083374023438,Colorado
SNOTEL:306_ID_SNTL,Atlanta Summit,2310.384033203125,43.75690078735352,-115.23906707763672,Idaho
SNOTEL:308_AZ_SNTL,Baker Butte,2225.0400390625,34.456600189208984,-111.40643310546876,Arizona
SNOTEL:311_MT_SNTL,Banfield Mountain,1706.8800048828125,48.57120132446289,-115.44573211669922,Montana
SNOTEL:312_ID_SNTL,Banner Summit,2145.7919921875,44.30342102050781,-115.23446655273438,Idaho
SNOTEL:313_MT_SNTL,Barker Lakes,2514.60009765625,46.097129821777344,-113.13037872314452,Montana
SNOTEL:316_NM_SNTL,Bateman,2834.639892578125,36.51216125488281,-106.3212890625,New Mexico
SNOTEL:317_WY_SNTL,Battle Mountain,2267.7119140625,41.05413055419922,-107.2660903930664,Wyoming
SNOTEL:319_ID_SNTL,Bear Basin,1630.6800537109375,44.95222091674805,-116.14292907714844,Idaho
SNOTEL:320_ID_SNTL,Bear Canyon,2407.919921875,43.74367141723633,-113.93797302246094,Idaho
SNOTEL:321_NV_SNTL,Bear Creek,2450.592041015625,41.833839416503906,-115.4527816772461,Nevada
SNOTEL:322_CO_SNTL,Bear Lake,2895.60009765625,40.311180114746094,-105.64482879638672,Colorado
SNOTEL:324_ID_SNTL,Bear Saddle,1883.6639404296875,44.60533142089844,-116.98097229003906,Idaho
SNOTEL:325_WY_SNTL,Bear Trap Meadow,2499.360107421875,43.887428283691406,-107.06134796142578,Wyoming
SNOTEL:326_WY_SNTL,Beartooth Lake,2852.927978515625,44.94306945800781,-109.5674285888672,Wyoming
SNOTEL:327_CO_SNTL,Beartown,3535.679931640625,37.714088439941406,-107.51212310791016,Colorado
SNOTEL:328_MT_SNTL,Beaver Creek,2392.679931640625,44.94966125488281,-111.3585205078125,Montana
SNOTEL:329_UT_SNTL,Beaver Dams,2435.35205078125,39.1368293762207,-111.5581283569336,Utah
SNOTEL:330_UT_SNTL,Beaver Divide,2523.743896484375,40.61233139038086,-111.09781646728516,Utah
SNOTEL:331_OR_SNTL,Beaver Reservoir,1569.719970703125,45.14532089233398,-118.21900177001952,Oregon
SNOTEL:332_UT_SNTL,Ben Lomond Peak,2343.607177734375,41.37602996826172,-111.94405364990234,Utah
SNOTEL:333_UT_SNTL,Ben Lomond Trail,1820.265625,41.382911682128906,-111.92102813720705,Utah
SNOTEL:334_NV_SNTL,Berry Creek,2858.109619140625,39.31917190551758,-114.6227798461914,Nevada
SNOTEL:335_CO_SNTL,Berthoud Summit,3444.239990234375,39.80392074584961,-105.77789306640624,Colorado
SNOTEL:336_NV_SNTL,Big Bend,2102.510498046875,41.761680603027344,-115.69309997558594,Nevada
SNOTEL:337_NV_SNTL,Big Creek Sum,2647.18798828125,39.291481018066406,-117.11505889892578,Nevada
SNOTEL:338_ID_SNTL,Big Creek Summit,1999.488037109375,44.6262092590332,-115.7956085205078,Idaho
SNOTEL:339_UT_SNTL,Big Flat,3154.375244140625,38.30183029174805,-112.35671997070312,Utah
SNOTEL:340_NV_SNTL,Big Meadow,2510.028076171875,39.45500183105469,-119.94219970703124,Nevada
SNOTEL:341_OR_SNTL,Big Red Mountain,1844.0400390625,42.05257034301758,-122.85487365722656,Oregon
SNOTEL:342_WY_SNTL,Big Sandy Opening,2767.583984375,42.64580154418945,-109.25965118408205,Wyoming
SNOTEL:344_OR_SNTL,Billie Creek Divide,1609.343994140625,42.407169342041016,-122.26616668701172,Oregon
SNOTEL:345_CO_SNTL,Bison Lake,3316.22412109375,39.764869689941406,-107.3568115234375,Colorado
SNOTEL:346_MT_SNTL,Bisson Creek,1499.615966796875,47.68389129638672,-113.99900817871094,Montana
SNOTEL:347_MT_SNTL,Black Bear,2490.216064453125,44.50831985473633,-111.1280288696289,Montana
SNOTEL:348_UT_SNTL,Black Flat-U.M. Ck,2869.38720703125,38.67990112304688,-111.59764862060548,Utah
SNOTEL:349_MT_SNTL,Black Pine,2197.60791015625,46.41400146484375,-113.43094635009766,Montana
SNOTEL:350_WY_SNTL,Blackwater,2980.944091796875,44.37667083740234,-109.79332733154295,Wyoming
SNOTEL:354_SD_SNTL,Blind Park,2100.072021484375,44.10771942138672,-103.97688293457031,South Dakota
